0 3 1
0 4 1
0 7 1
0 9 1
0 11 1
0 12 1
0 15 1
0 16 1
0 19 1
0 23 1
0 26 1
0 27 1
0 29 1
0 31 1
0 32 1
0 35 1
0 37 1
0 39 1
0 41 1
0 45 1
0 46 1
0 48 1
0 49 1
0 51 1
0 52 1
0 54 1
0 58 1
0 59 1
0 62 1
0 63 1
0 66 1
0 68 1
0 71 1
0 73 1
0 74 1
0 77 1
0 78 1
0 79 1
0 80 1
0 83 1
0 85 1
0 86 1
0 88 1
0 90 1
0 91 1
0 95 1
0 96 1
0 97 1
0 98 1
0 99 1
1 5 1
1 7 1
1 9 1
1 19 1
1 26 1
1 27 1
1 33 1
1 39 1
1 47 1
1 48 1
1 49 1
1 53 1
1 54 1
1 55 1
1 58 1
1 60 1
1 61 1
1 71 1
1 78 1
1 83 1
1 88 1
1 90 1
1 99 1
2 6 1
2 10 1
2 13 1
2 17 1
2 18 1
2 21 1
2 22 1
2 24 1
2 28 1
2 30 1
2 34 1
2 38 1
2 40 1
2 43 1
2 46 1
2 65 1
2 67 1
2 70 1
2 72 1
2 76 1
2 81 1
2 82 1
2 84 1
2 92 1
2 94 1
3 4 1
3 6 1
3 7 1
3 9 1
3 10 1
3 11 1
3 12 1
3 16 1
3 19 1
3 23 1
3 29 1
3 31 1
3 32 1
3 35 1
3 36 1
3 37 1
3 39 1
3 41 1
3 45 1
3 46 1
3 48 1
3 49 1
3 51 1
3 52 1
3 54 1
3 59 1
3 62 1
3 63 1
3 66 1
3 67 1
3 68 1
3 73 1
3 74 1
3 77 1
3 78 1
3 79 1
3 80 1
3 83 1
3 84 1
3 85 1
3 86 1
3 88 1
3 90 1
3 91 1
3 94 1
3 95 1
3 96 1
3 97 1
3 98 1
3 99 1
4 7 1
4 9 1
4 11 1
4 12 1
4 16 1
4 17 1
4 19 1
4 23 1
4 26 1
4 27 1
4 29 1
4 31 1
4 32 1
4 33 1
4 35 1
4 37 1
4 39 1
4 41 1
4 45 1
4 46 1
4 48 1
4 49 1
4 51 1
4 52 1
4 54 1
4 58 1
4 59 1
4 62 1
4 63 1
4 65 1
4 66 1
4 68 1
4 69 1
4 71 1
4 72 1
4 73 1
4 74 1
4 77 1
4 78 1
4 79 1
4 80 1
4 83 1
4 85 1
4 86 1
4 88 1
4 90 1
4 91 1
4 95 1
4 96 1
4 97 1
4 98 1
4 99 1
5 6 1
5 7 1
5 9 1
5 12 1
5 14 1
5 19 1
5 26 1
5 27 1
5 33 1
5 39 1
5 49 1
5 51 1
5 53 1
5 55 1
5 58 1
5 60 1
5 61 1
5 71 1
5 77 1
5 78 1
5 88 1
5 90 1
5 99 1
6 10 1
6 12 1
6 13 1
6 15 1
6 17 1
6 21 1
6 22 1
6 23 1
6 24 1
6 28 1
6 30 1
6 36 1
6 38 1
6 39 1
6 40 1
6 43 1
6 46 1
6 48 1
6 60 1
6 65 1
6 67 1
6 68 1
6 71 1
6 74 1
6 77 1
6 81 1
6 84 1
6 92 1
6 94 1
6 97 1
7 9 1
7 12 1
7 14 1
7 15 1
7 16 1
7 19 1
7 26 1
7 27 1
7 33 1
7 39 1
7 41 1
7 45 1
7 47 1
7 49 1
7 51 1
7 53 1
7 55 1
7 58 1
7 59 1
7 60 1
7 61 1
7 63 1
7 68 1
7 71 1
7 74 1
7 77 1
7 86 1
7 88 1
7 90 1
7 95 1
7 96 1
7 97 1
8 13 1
8 18 1
8 20 1
8 25 1
8 34 1
8 44 1
8 48 1
8 50 1
8 51 1
8 56 1
8 57 1
8 64 1
8 68 1
8 70 1
8 72 1
8 74 1
8 76 1
8 81 1
8 82 1
8 87 1
8 89 1
8 93 1
9 11 1
9 12 1
9 15 1
9 16 1
9 19 1
9 23 1
9 26 1
9 27 1
9 31 1
9 32 1
9 33 1
9 35 1
9 36 1
9 37 1
9 39 1
9 41 1
9 45 1
9 47 1
9 48 1
9 49 1
9 51 1
9 52 1
9 54 1
9 58 1
9 60 1
9 61 1
9 63 1
9 66 1
9 68 1
9 69 1
9 71 1
9 73 1
9 74 1
9 78 1
9 79 1
9 80 1
9 83 1
9 86 1
9 88 1
9 91 1
9 95 1
9 96 1
9 97 1
9 98 1
9 99 1
10 13 1
10 17 1
10 21 1
10 22 1
10 24 1
10 28 1
10 30 1
10 38 1
10 40 1
10 43 1
10 46 1
10 65 1
10 67 1
10 77 1
10 81 1
10 84 1
10 92 1
10 94 1
11 12 1
11 16 1
11 19 1
11 23 1
11 31 1
11 32 1
11 33 1
11 36 1
11 37 1
11 41 1
11 45 1
11 48 1
11 49 1
11 51 1
11 54 1
11 59 1
11 60 1
11 62 1
11 63 1
11 66 1
11 68 1
11 73 1
11 74 1
11 79 1
11 80 1
11 86 1
11 88 1
11 91 1
11 95 1
11 96 1
11 97 1
11 98 1
11 99 1
12 15 1
12 19 1
12 23 1
12 27 1
12 33 1
12 35 1
12 37 1
12 39 1
12 41 1
12 48 1
12 49 1
12 51 1
12 58 1
12 60 1
12 63 1
12 66 1
12 68 1
12 73 1
12 74 1
12 78 1
12 79 1
12 86 1
12 88 1
12 95 1
12 96 1
12 97 1
12 98 1
12 99 1
13 17 1
13 20 1
13 21 1
13 22 1
13 24 1
13 28 1
13 30 1
13 34 1
13 38 1
13 40 1
13 43 1
13 46 1
13 56 1
13 64 1
13 65 1
13 67 1
13 72 1
13 76 1
13 81 1
13 82 1
13 84 1
13 92 1
13 94 1
14 28 1
14 47 1
14 49 1
14 53 1
14 55 1
14 77 1
14 90 1
14 96 1
15 19 1
15 23 1
15 26 1
15 27 1
15 31 1
15 33 1
15 35 1
15 39 1
15 41 1
15 45 1
15 46 1
15 49 1
15 51 1
15 54 1
15 58 1
15 59 1
15 60 1
15 63 1
15 68 1
15 74 1
15 77 1
15 83 1
15 86 1
15 88 1
15 90 1
15 95 1
15 96 1
15 97 1
15 98 1
16 19 1
16 23 1
16 26 1
16 27 1
16 29 1
16 31 1
16 32 1
16 35 1
16 36 1
16 37 1
16 41 1
16 45 1
16 48 1
16 49 1
16 51 1
16 52 1
16 53 1
16 54 1
16 55 1
16 58 1
16 59 1
16 62 1
16 63 1
16 66 1
16 68 1
16 73 1
16 74 1
16 77 1
16 78 1
16 79 1
16 80 1
16 83 1
16 85 1
16 86 1
16 88 1
16 90 1
16 91 1
16 95 1
16 96 1
16 98 1
16 99 1
17 21 1
17 22 1
17 24 1
17 28 1
17 29 1
17 30 1
17 32 1
17 38 1
17 40 1
17 43 1
17 46 1
17 65 1
17 67 1
17 68 1
17 74 1
17 77 1
17 81 1
17 84 1
17 92 1
17 94 1
18 20 1
18 25 1
18 30 1
18 34 1
18 43 1
18 44 1
18 48 1
18 50 1
18 56 1
18 57 1
18 64 1
18 70 1
18 72 1
18 76 1
18 81 1
18 82 1
18 87 1
18 89 1
18 93 1
19 23 1
19 27 1
19 31 1
19 32 1
19 33 1
19 35 1
19 36 1
19 37 1
19 39 1
19 41 1
19 45 1
19 48 1
19 49 1
19 51 1
19 52 1
19 54 1
19 58 1
19 59 1
19 60 1
19 61 1
19 63 1
19 66 1
19 68 1
19 69 1
19 71 1
19 73 1
19 74 1
19 75 1
19 78 1
19 79 1
19 80 1
19 83 1
19 86 1
19 88 1
19 91 1
19 95 1
19 96 1
19 97 1
19 98 1
19 99 1
20 25 1
20 34 1
20 44 1
20 50 1
20 51 1
20 56 1
20 57 1
20 64 1
20 68 1
20 70 1
20 72 1
20 74 1
20 76 1
20 82 1
20 86 1
20 87 1
20 89 1
20 93 1
21 22 1
21 24 1
21 28 1
21 29 1
21 30 1
21 32 1
21 38 1
21 40 1
21 43 1
21 46 1
21 52 1
21 65 1
21 67 1
21 72 1
21 76 1
21 80 1
21 81 1
21 84 1
21 92 1
21 94 1
22 24 1
22 28 1
22 30 1
22 36 1
22 38 1
22 40 1
22 43 1
22 46 1
22 65 1
22 67 1
22 81 1
22 84 1
22 92 1
22 94 1
23 29 1
23 31 1
23 32 1
23 35 1
23 37 1
23 39 1
23 41 1
23 45 1
23 48 1
23 51 1
23 52 1
23 54 1
23 56 1
23 58 1
23 59 1
23 60 1
23 62 1
23 63 1
23 66 1
23 67 1
23 68 1
23 73 1
23 74 1
23 78 1
23 79 1
23 80 1
23 83 1
23 85 1
23 86 1
23 87 1
23 88 1
23 91 1
23 95 1
23 97 1
23 98 1
23 99 1
24 28 1
24 30 1
24 38 1
24 40 1
24 43 1
24 46 1
24 65 1
24 67 1
24 81 1
24 84 1
24 92 1
24 94 1
25 30 1
25 34 1
25 44 1
25 50 1
25 56 1
25 57 1
25 64 1
25 70 1
25 72 1
25 76 1
25 78 1
25 82 1
25 87 1
25 89 1
25 93 1
26 27 1
26 29 1
26 31 1
26 32 1
26 33 1
26 39 1
26 45 1
26 47 1
26 48 1
26 49 1
26 52 1
26 53 1
26 54 1
26 55 1
26 58 1
26 61 1
26 62 1
26 71 1
26 77 1
26 80 1
26 83 1
26 85 1
26 86 1
26 88 1
26 90 1
26 91 1
26 96 1
26 99 1
27 29 1
27 31 1
27 32 1
27 33 1
27 39 1
27 41 1
27 45 1
27 47 1
27 49 1
27 52 1
27 53 1
27 54 1
27 55 1
27 58 1
27 60 1
27 61 1
27 62 1
27 71 1
27 77 1
27 80 1
27 83 1
27 85 1
27 86 1
27 88 1
27 90 1
27 91 1
27 96 1
27 97 1
27 99 1
28 30 1
28 36 1
28 38 1
28 40 1
28 43 1
28 46 1
28 48 1
28 65 1
28 67 1
28 77 1
28 78 1
28 81 1
28 84 1
28 92 1
28 94 1
29 31 1
29 32 1
29 35 1
29 37 1
29 38 1
29 41 1
29 45 1
29 48 1
29 52 1
29 54 1
29 59 1
29 62 1
29 63 1
29 65 1
29 66 1
29 68 1
29 73 1
29 74 1
29 78 1
29 80 1
29 83 1
29 84 1
29 85 1
29 86 1
29 88 1
29 91 1
29 95 1
29 96 1
29 98 1
29 99 1
30 34 1
30 38 1
30 40 1
30 43 1
30 46 1
30 64 1
30 65 1
30 67 1
30 70 1
30 72 1
30 76 1
30 77 1
30 81 1
30 82 1
30 84 1
30 89 1
30 92 1
30 94 1
31 32 1
31 35 1
31 37 1
31 39 1
31 41 1
31 45 1
31 48 1
31 51 1
31 52 1
31 54 1
31 58 1
31 59 1
31 60 1
31 61 1
31 62 1
31 63 1
31 66 1
31 68 1
31 69 1
31 71 1
31 73 1
31 74 1
31 79 1
31 80 1
31 83 1
31 85 1
31 86 1
31 88 1
31 90 1
31 91 1
31 95 1
31 96 1
31 97 1
31 98 1
31 99 1
32 35 1
32 36 1
32 37 1
32 41 1
32 45 1
32 46 1
32 48 1
32 51 1
32 52 1
32 54 1
32 58 1
32 59 1
32 62 1
32 63 1
32 66 1
32 68 1
32 73 1
32 74 1
32 77 1
32 78 1
32 79 1
32 80 1
32 83 1
32 84 1
32 85 1
32 86 1
32 88 1
32 91 1
32 95 1
32 96 1
32 98 1
32 99 1
33 35 1
33 36 1
33 39 1
33 41 1
33 47 1
33 49 1
33 53 1
33 55 1
33 58 1
33 60 1
33 61 1
33 63 1
33 66 1
33 68 1
33 69 1
33 71 1
33 74 1
33 75 1
33 77 1
33 86 1
33 88 1
33 90 1
33 95 1
33 96 1
33 97 1
33 98 1
34 40 1
34 43 1
34 44 1
34 48 1
34 50 1
34 56 1
34 57 1
34 64 1
34 68 1
34 70 1
34 72 1
34 76 1
34 81 1
34 82 1
34 87 1
34 89 1
34 93 1
35 36 1
35 41 1
35 45 1
35 48 1
35 51 1
35 52 1
35 54 1
35 59 1
35 60 1
35 62 1
35 63 1
35 66 1
35 68 1
35 69 1
35 73 1
35 74 1
35 75 1
35 78 1
35 83 1
35 86 1
35 88 1
35 91 1
35 95 1
35 96 1
35 97 1
35 98 1
36 37 1
36 39 1
36 41 1
36 42 1
36 45 1
36 47 1
36 58 1
36 63 1
36 65 1
36 66 1
36 67 1
36 69 1
36 73 1
36 75 1
36 77 1
36 80 1
36 84 1
36 86 1
36 88 1
36 91 1
36 95 1
36 98 1
36 99 1
37 41 1
37 45 1
37 49 1
37 51 1
37 54 1
37 59 1
37 60 1
37 62 1
37 63 1
37 66 1
37 68 1
37 73 1
37 74 1
37 77 1
37 79 1
37 80 1
37 86 1
37 88 1
